token,token_en,pmi_label,lexicon_sign,contexts,llm_prompt
laura,laura,neutral,0,"[""@t_kachidza @wekwamutare @starboy10_zw Tag one ayiti akanyengwa neni pano timubvunze vanhu vanotaura Laura zvavo"", ""@t_kachidza @wekwamutare @starboy10_zw Tag one ayiti akanyengwa neni pano timubvunze vanhu vanotaura Laura zvavo"", ""@t_kachidza @wekwamutare @starboy10_zw Tag one ayiti akanyengwa neni pano timubvunze vanhu vanotaura Laura zvavo""]","You are helping annotate a multilingual sentiment lexicon.
Word: laura
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
layer,layer,negative,0,"[""@Twinsis50497431 @SADC_News @zanupf_patriots @Snicki_Katope @nelsonchamisa @Charega1 @gundwenation Ndidzo same type dzema off layer kana oma …"", ""@DrGugu_WNcube @KMutisi 😂😂😂😂 anoroora off layer ndiniwo zita rake nana mai tt vana mai muponesi hw can you marry iwe wave over 60 mumusha va …"", ""@Twinsis50497431 @SADC_News @zanupf_patriots @Snicki_Katope @nelsonchamisa @Charega1 @gundwenation Ndidzo same type dzema off layer kana oma …""]","You are helping annotate a multilingual sentiment lexicon.
Word: layer
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
ld,ld,neutral,0,"[""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …"", ""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …"", ""@rno_ld @donald_taku Chinongoitika chienda pachivanze mugetto vari close nemastreets so sviro vachiziva a lot going on mumàstreets but ikoko …""]","You are helping annotate a multilingual sentiment lexicon.
Word: ld
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
left,left,negative,0,"[""@MadzimaiTiti Madzimai Titi @MadzimaiTiti vechi attacker ne right wing\r\nChibhorani @Yvie_Bae chichi attacker ne left flank\r\nShadaya @Shadaya …"", ""@ali_naka @MakomboreroH @CyrilRamaphosa @HHichilema @ParliamentofRSA @edmnangagwa If this Chokuda guy is left at Parliament then hakunakuend …"", ""@ali_naka @MakomboreroH @CyrilRamaphosa @HHichilema @ParliamentofRSA @edmnangagwa If this Chokuda guy is left at Parliament then hakunakuend …""]","You are helping annotate a multilingual sentiment lexicon.
Word: left
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
leonard,leonard,positive,0,"[""@chitowamombe14 Gwisai anoda Winky D zvake😂🙌. Then Leonard Karikoga Zhakata (Mugove)"", ""@wode_maya When it comes to🇿🇼;these are some of our Music Heritage Icons, Sample &amp; Enjoy\r\n\r\n1. Dr Oliver Mtukudzi (MHSRIP)\r\n2. Dr Thomas …"", ""@wode_maya 12. Leonard Zhakata\r\n13. Leonard Dembo\r\n14. James Chimombe\r\n15.Lovemore Majaivana\r\n16.Solomon Skhuza \r\n17. Fanyana Dube\r\n18. Tong …""]","You are helping annotate a multilingual sentiment lexicon.
Word: leonard
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lessons,lessons,neutral,0,"[""@antomukuwa Babe uya anoonererwa, That guy should start to go for ma lessons a Shadaya."", ""@antomukuwa Babe uya anoonererwa, That guy should start to go for ma lessons a Shadaya."", ""@antomukuwa Babe uya anoonererwa, That guy should start to go for ma lessons a Shadaya.""]","You are helping annotate a multilingual sentiment lexicon.
Word: lessons
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
levels,levels,positive,0,"[""Mutongi Wemari - Treasury and Reporting x 1 paZIMSEC | Hot Zimbabwe Jobs\r\n5 O Levels a chikamu Mathematics, Accounts neChirungu\r\n3 A Levels\r …"", ""Enforcement Inspector x 3 (Harare) | Hot Zimbabwe Jobs \r\n5 O Levels \r\nDiploma in Risk and Security Management \r\nClean Class 3 / 4 Drivers Li …"", ""Enforcement Inspector x 3 (Harare) | Hot Zimbabwe Jobs \r\n5 O Levels \r\nDiploma in Risk and Security Management \r\nClean Class 3 / 4 Drivers Li …""]","You are helping annotate a multilingual sentiment lexicon.
Word: levels
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
librao,librao,neutral,0,"[""@__LibraO @dialo_zw Haa hapana apa mapaper aya tinawo muma Gallery since 2019 vachingodaro... Vanhu vacho ndovaziva kaa.. Kungosasa chete uk …"", ""@__LibraO @dialo_zw Haa hapana apa mapaper aya tinawo muma Gallery since 2019 vachingodaro... Vanhu vacho ndovaziva kaa.. Kungosasa chete uk …"", ""@__LibraO @dialo_zw Haa hapana apa mapaper aya tinawo muma Gallery since 2019 vachingodaro... Vanhu vacho ndovaziva kaa.. Kungosasa chete uk …""]","You are helping annotate a multilingual sentiment lexicon.
Word: librao
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lil,lil,negative,0,"[""@tinotendanyota Achatengeswa kupiko iko kwangozara vana Dababy, lil baby, 12 savage, lil durk, migos haaa zvangozara."", ""Not my lil brother saying\r\n“ana Ropafadzo vamwe vari kuroorwa imi muchingotinetsa pano😂zviri kunetsa here, horaiti chitsvaga hapana chero ue …"", ""@tinotendanyota Achatengeswa kupiko iko kwangozara vana Dababy, lil baby, 12 savage, lil durk, migos haaa zvangozara.""]","You are helping annotate a multilingual sentiment lexicon.
Word: lil
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
load,load,negative,1,"[""@daddyhope ... also \""... load curtailment...\"" vabvisa load shedding musangano mukuru nekachingezi cz vanhu vajaira kunzwa load shedding"", ""@daddyhope ... also \""... load curtailment...\"" vabvisa load shedding musangano mukuru nekachingezi cz vanhu vajaira kunzwa load shedding"", ""@daddyhope ... also \""... load curtailment...\"" vabvisa load shedding musangano mukuru nekachingezi cz vanhu vajaira kunzwa load shedding""]","You are helping annotate a multilingual sentiment lexicon.
Word: load
Language: Shona
English gloss: load
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
looking,looking,positive,0,"[""My harare people im looking for spots i can do sunday deep house chillas Sessions... Please retweet till we get a place to host. Ndatenda in …"", ""@nikkiinthestars Mwana waChihera looking good\r\nMai vangu Shava in your voice"", ""@BaggioFN @daddyhope @JoeBiden an south african we are not constsntly looking over our shoulders tichifunga kuti ndingabirwa kana kuti nding …""]","You are helping annotate a multilingual sentiment lexicon.
Word: looking
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lord,lord,negative,1,"[""@MuvunganiT @kelvinmamvura @PsMatekenya @nickmangwana Sad part being imi munotogona ku reasona makatotadza kuona kuona remvura in 30years zv …"", ""@nickmangwana Very sad may the good Lord comfort them in this hard time,kufirwa ne mwana kunorwadza let alone ..."", ""@RMajongwe @Revchivaviro @TMuparinga @King22Mabusa Kana tichine vanhu vakadai pakati pedu never expect anything good from the Lord, blasphem …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lord
Language: Shona
English gloss: Lord
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
lunch,lunch,positive,0,"[""Ini hangu friday after lunch handione pane wakatingoenda hedu kumba. Hameno munozviona sei"", ""@t_kachidza @_MakdShelby @MoyoTatie98 Huya utengese sadza kwatikutenga lunch kure😂"", ""Nhasi ndaisirwa mutakura muLunch box naRoommate, kwahi ndidye for birthday. Handina kufara here? Ndatopedza kudya so, i couldnt wait to open …""]","You are helping annotate a multilingual sentiment lexicon.
Word: lunch
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
maartist,artist,neutral,0,"[""ndine kubvunza. Ko handisati ndamboona Byo artist achivhura for an international act muno mu zim. Nguva dzose ndiJah Prayzah kana Winky. Tin …"", ""Remix yeFire Emoji yainakidza chaizvo asi munhu wese aingodzvova, yaiita senge Soul Jah Love achiita zviya 4 impressions yezwi rake parwiyo  …"", ""Remix yeFire Emoji yainakidza chaizvo asi munhu wese aingodzvova, yaiita senge Soul Jah Love achiita zviya 4 impressions yezwi rake parwiyo  …""]","You are helping annotate a multilingual sentiment lexicon.
Word: maartist
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
mabhero,bells,negative,0,"[""Asi vanhu ava havasi vakuti jairira here? \r\nKwane mabhero ema towel nema nduwe futi"", ""Asi vanhu ava havasi vakuti jairira here? \r\nKwane mabhero ema towel nema nduwe futi"", ""Nhasi hakuna mabhero business muna Harare CBD Park Street, mapurisa adonhedza kutaura zvese zveflea market.\r\nHanzi Zim yakavhurirwa business …""]","You are helping annotate a multilingual sentiment lexicon.
Word: mabhero
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
magara,Magara,neutral,0,"[""@econet_support @Charmieku Tinogara tichitaura izvi. Nasa nyara ndakushandisa Huawei, itel, Samsung, Redmi...plus ma fone numbers magara mun …"", ""@Tinoedza kutaura1 Bwahahaha magara hamudiwe uko, itai zve official opening yeGweru Toilets ndozvekuitira 177 ;"", ""@Tinoedza kutaura1 Bwahahaha magara hamudiwe uko, itai zve official opening yeGweru Toilets ndozvekuitira 177 ;""]","You are helping annotate a multilingual sentiment lexicon.
Word: magara
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
makanzi,you are called,negative,0,"[""@blackheartdayve Asi makanzi na Shadaya musaroora ma non virgins here? Roorai wokanganwa kunzwa naShadaya uye vanonzwa ma advice ake vaite s …"", ""Hameno kuti vanhu vanoda kuziva zvipi chaizvo ingawani mu Bible makanzi Eve akadya apple mu Garden aina Adam\r\n\r\nIko nhengo dzakudyirwei chai …"", ""@blackheartdayve Asi makanzi na Shadaya musaroora ma non virgins here? Roorai wokanganwa kunzwa naShadaya uye vanonzwa ma advice ake vaite s …""]","You are helping annotate a multilingual sentiment lexicon.
Word: makanzi
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
makes,makes,negative,0,"[""@Tafadzwa____ Uyu ndamuziva wekuda tuvana tudiki apa ane hasha sei. Hasha nevarume plus nyere makes people hit on young blood. Ngavasiye van …"", ""@Mambosha4 @TinaKing92 @daddyhope @zinaraZW @cmatewu @JMafume Are you saying being Z Pf makes u not like to question some things my guy...Uk …"", ""@Tafadzwa____ Uyu ndamuziva wekuda tuvana tudiki apa ane hasha sei. Hasha nevarume plus nyere makes people hit on young blood. Ngavasiye van …""]","You are helping annotate a multilingual sentiment lexicon.
Word: makes
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
makorokoto,congratulations,positive,0,"[""@nickmangwana HBD our Hero our Father shumba chikara Makorokoto His Excellency'President of the Republic of Zimbabwe Dr ED Mnangagwa tongai  …"", ""#Kufamba Yedu #Vagovera\r\n\r\n#HappyBirthday kune Distributor wedu Johnson Nyama\r\n\r\nMakorokoto uye dai ranhasi ranhasi richiunza mufaro mberi u …"", ""#Kufamba Yedu #Vagovera\r\n\r\n#HappyBirthday kune Distributor wedu Johnson Nyama\r\n\r\nMakorokoto uye dai ranhasi ranhasi richiunza mufaro mberi u …""]","You are helping annotate a multilingual sentiment lexicon.
Word: makorokoto
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
makudo,bye,neutral,0,"[""@ChinyandeGeorge @ngadziore @nancynjenge @tapchiriga97 @BorisCde @DenfordNgadzio1 @JoanaMamombe @ceechimbiri2 @advora_1 @ZLHRLawyers @Cde_Wo …"", ""@ChinyandeGeorge @ngadziore @nancynjenge @tapchiriga97 @BorisCde @DenfordNgadzio1 @JoanaMamombe @ceechimbiri2 @advora_1 @ZLHRLawyers @Cde_Wo …"", ""@ChinyandeGeorge @ngadziore @nancynjenge @tapchiriga97 @BorisCde @DenfordNgadzio1 @JoanaMamombe @ceechimbiri2 @advora_1 @ZLHRLawyers @Cde_Wo …""]","You are helping annotate a multilingual sentiment lexicon.
Word: makudo
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
malema,malema,positive,0,"[""@powertv263 Zviri pamusoro pemaonero ezvematongerwo enyika, Malema anoongorora vateereri vemuAfrica uye Chamisa vanokumbira vechidiki muZimb …"", ""@DivhaDollarz @Julius_S_Malema Hazviremekedze VaChamisa asi Malema ane hunhu hwakasimba kuti kuona kudzoka kutonga, uye mugove wokupedzisira …"", ""@SirW17 @FBwakura @Denzoo99 @ProfJNMoyo @zimlive @Julius_S_Malema Iwe usanyepedzere kudzungaira ideology wont fix a dead economy. Noone care …""]","You are helping annotate a multilingual sentiment lexicon.
Word: malema
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
malessons,malessons,neutral,0,"[""@Tafadzwa____ @terryndoro hona malessons awakupinza vanhu muma streets"", ""@Tafadzwa____ @terryndoro hona malessons awakupinza vanhu muma streets"", ""@Tafadzwa____ @terryndoro hona malessons awakupinza vanhu muma streets""]","You are helping annotate a multilingual sentiment lexicon.
Word: malessons
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
manyama,MANY,positive,0,"[""@itaiivyyyy @shona_man 😂😂😂 macontent manyama baba"", ""@ClaraKasukuwere Yes yes 👏 Baba Shadaya varievhangeri mhingaidzo mhiko kuti .... Tinotadawo mamoko manyama maVirgaz hais secret"", ""@LoydTynah @ralphalpha1909 Macontent manyama baba 😂😂🙌""]","You are helping annotate a multilingual sentiment lexicon.
Word: manyama
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
manyenga,funnel,neutral,0,"[""@Eddie_Gore1 @edmnangagwa @ngonidzashemeki @MESSANGERBRO @zanupf_patriots @Tinoedzazvimwe1 @gundwenation @SharaiJoseph @nickmangwana @Tendai …"", ""@Eddie_Gore1 @edmnangagwa @ngonidzashemeki @MESSANGERBRO @zanupf_patriots @Tinoedzazvimwe1 @gundwenation @SharaiJoseph @nickmangwana @Tendai …"", ""@Eddie_Gore1 @edmnangagwa @ngonidzashemeki @MESSANGERBRO @zanupf_patriots @Tinoedzazvimwe1 @gundwenation @SharaiJoseph @nickmangwana @Tendai …""]","You are helping annotate a multilingual sentiment lexicon.
Word: manyenga
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
marights,marights,positive,0,"[""@zuvarabuda01 @NgonidzasheeT @NNehoreka @nickmangwana duzvi ndimai vako,uridofo kungohukura pasina chinozikanwa saka paunoti marights marigh …"", ""@zuvarabuda01 @NgonidzasheeT @NNehoreka @nickmangwana duzvi ndimai vako,uridofo kungohukura pasina chinozikanwa saka paunoti marights marigh …""]","You are helping annotate a multilingual sentiment lexicon.
Word: marights
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
mashaba,mashaba,neutral,0,"[""@HandsomeWepaZW @Zuko_Mashaba_ @bonieforo @Goku0037 @ishemagos Inwai mvura gents"", ""@HandsomeWepaZW @Zuko_Mashaba_ @bonieforo @Goku0037 @ishemagos Inwai mvura gents"", ""@HandsomeWepaZW @Zuko_Mashaba_ @bonieforo @Goku0037 @ishemagos Inwai mvura gents""]","You are helping annotate a multilingual sentiment lexicon.
Word: mashaba
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): neutral.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
mashanu,five,positive,0,"[""@LynneStactia 1. Mugabe\r\n2. Sadza\r\n3. Nyika\r\n4. Dzidzo\r\n5. Rusununguko\r\nAsi ene esa mashanu horoondo nekuda koed"", ""@LynneStactia 1. Mugabe\r\n2. Sadza\r\n3. Nyika\r\n4. Dzidzo\r\n5. Rusununguko\r\nAsi ene esa mashanu horoondo nekuda koed"", ""@drjaytee87 Musi wekuvhota urikunonoka kusvika, tiise mutungamiri wedu anodiwa nevanhu pachigaro, Baba vamunangagwa tivawedzere mamwe makore …""]","You are helping annotate a multilingual sentiment lexicon.
Word: mashanu
Language: Shona
English gloss: five
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
maside,maside,positive,0,"[""@tafaraK5 @El_Cholala @ShadayaKnight Baba hamuna kundibata but anyways kana urimurombo usina usina unoita sei maside chick acho unomapei. Ba …"", ""@tafaraK5 @El_Cholala @ShadayaKnight Baba hamuna kundibata but anyways kana urimurombo usina usina unoita sei maside chick acho unomapei. Ba …""]","You are helping annotate a multilingual sentiment lexicon.
Word: maside
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): positive.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
mat,mat,negative,0,"[""@Vevick_Mat @Laka_Laka_naka @MoyoTatie98 Muchatadzisa mwana kupinda ku show ya Kae chaps 🤣"", ""@Vevick_Mat @Laka_Laka_naka @MoyoTatie98 Muchatadzisa mwana kupinda ku show ya Kae chaps 🤣"", ""@brightonmabs @Vevick_Mat @Ras_Tawaa Munhu akanyatsokwana chaiye angaroore mai titi here bhati""]","You are helping annotate a multilingual sentiment lexicon.
Word: mat
Language: Shona
English gloss: nan
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 0 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
matanga,kind,negative,1,"[""@daddyhope Kuvillage kwedu mombe dzakapera kufa nechirwere chakaita 3 years chichiwuraya mombe. Kana zuva rimwe ratakawona vanhu vevetinary. …"", ""@TendayiZinyama Cde chii chakaitika kuvimbiso yakare kuti itsigire dza2018 dzedzimba dzinodhura?,Healthcare?better Zimbabwe?magetsi?Corrupti …"", ""@R_peels Mototsvaga relevance panyaya ya shadaya ka. Munopera mukuru apa hamusati matanga""]","You are helping annotate a multilingual sentiment lexicon.
Word: matanga
Language: Shona
English gloss: Kind
Corpus sentiment trend (from PMI): negative.
Lexicon polarity sign: 1 (−1=neg,0=neu,1=pos).
Tasks: (1) Provide POS tag; (2) Decide polarity (−9..9) and label (neg/neu/pos); (3) If ambiguous, explain briefly and give two example sentences."
