text,label,text_en
"@wode_maya Apa Winky D achahwina nekuti zvinyoro zvikaita winky D but in terms of Numbers of Followers, views on YouTube or streams on music platforms.",positive,"@wode_maya Here Winky D will win because it's soft and winky D but in terms of Numbers of Followers, views on YouTube or streams on music platforms."
@SaltyBearox 😂😂😂😂😂pakaipa apa,neutral,@SaltyBearox 😂😂😂😂😂 this is bad
@Masibandabae @Thickiana2001 Haa iwe kumisa rate yauri kunwa nayo nyama ka soon unenge wane butchery https://t.co/HVTKkaEBRq,neutral,"@Masibandabae @Thickiana2001 Oh stop the rate at which you are consuming meat, you will soon have a butchery https://t.co/HVTKkaEBRq"
Kunzwa nezveimwe resitorendi inogadzira sadza uye mediocre inakidze vayo pakudya kwemasikati. Ini zvangu ndinoshuvira kuti vadyewo sirloin steaks https://t.co/e6qSaVCTvM,positive,Hearing about a restaurant that makes sadza and mediocre food for lunch. I wish they could eat sirloin steaks too https://t.co/e6qSaVCTvM
@DMwonzora Dhagie zorora vanhu havasikukuda zvininipise kuti Chamisa ndimukoma wako chete,neutral,@DMwonzora Dhagie relax people don't like you humble yourself Chamisa is only your brother
"Dreams of a king ,,26 August 2021!""notice ndichiudza vanhu hope yangu,,.I dreamt the women's leg celebrating becoz ED had install a female VP & returned the VP chair kumadzimayi,it might be in this season or e the next asi ndarota mudzimayi aitwa VP. madzibaba bond rewind that https://t.co/fNxHCn3hbH",neutral,"Dreams of a king,,26 August 2021!"" notice I am telling people my dream,,.I dreamed the women's leg celebrating becoz ED had installed a female VP & returned the VP chair to women, it might be in this season or the next but I dreamed of a woman who was made VP. fathers bond rewind that https://t.co/fNxHCn3hbH"
Ndakawana ava pasi ndave kudzokera kumba mhomho yese yainhuwa kunge bhiza rakafa $Nyama #polony guys musatenge tangai matarisa product is it certified the concept of the food poison heard kuti pane atenga akadya aka kunge acharutsa ropa.,negative,"I found them on the ground and when I was going home, the whole crowd smelled like a dead horse $ Meat #polony guys, don't buy, start looking at the product, it is certified, the concept of the food poison, heard that someone who bought it, ate it and it seems like he will vomit blood."
Vanhu vane 12k followers vanorara nguvai ? kukumbira,neutral,What time do people with 12k followers sleep? request
@kunta_kiddd Asi kana wakasviba zvakakwana can can can canai Changalah,positive,@kunta_kiddd But if you are dirty enough can can can can canai Changalah
@daddyhope We can kusvika vadzosa Gold redu....vana rashford nana Saka kusvika vadzosa mapfupa emadhara avo kumusha,positive,@daddyhope We can until they bring back our Gold.... Rashford and Nana So until they bring back the bones of their elders home
"@Chiknara @NonoePrincess Ndikapeta mwana webhuru anokwana kaa umo, ndonobhadara rent... Thanks https://t.co/7rB9KwQ8mf",negative,"@Chiknara @NonoePrincess If I fold a baby bull that fits in there, I pay rent... Thanks https://t.co/7rB9KwQ8mf"
Vatungamiri Vepasi rose Vachitungamirwa neVatungamiriri veMasangano Epasi Pese neAfrica Vatungamira Chorus Yakatungamira Chorus Mukukurudzira Kubviswa Kwezvirango zveZim. Mapato ezvematongerwo enyika akaita zvimwe chetezvo. Nelston anopomerwa riini uye CCC yake Inoenda Kuwedzera Izwi Rakeo.,positive,World Leaders Led by Leaders of International and African Organizations Led the Chorus Led the Chorus in Advocating for the Removal of Zim Sanctions. Political parties have done the same. When Nelston is accused and his CCC Goes to Expand His Word.
@hwendec @ParliamentZim @OpenParlyZw @ZACConline Vanhu ava so,neutral,@hwendec @ParliamentZim @OpenParlyZw @ZACConline These people are like that
"@ChimhamhaZw @diamondbenhura1 @Bebeto852609221 @shakazulu83 @Mug2155 @MhofuGoeb @joecharex @mhofela_mhofu 4th frame uyo, inenge ghost account yemunhu arikudya bag a ndozvauchaita countabilty akadya 15billion nekadhira rimwe mushure me Covid-5 mushure mekuda Covid-5. Huwori hwakahwanda kuseri kwechirango.. Tinoda countabilty isu zimbos 1st https://t.co/0jpS1tgKFq",negative,"@ChimhamhaZw @diamondbenhura1 @Bebeto852609221 @shakazulu83 @Mug2155 @MhofuGoeb @joecharex @mhofela_mhofu 4th frame that, it's almost a ghost account of a person who is eating a bag and that's what you'll do countabilty who ate 15billion with one cup after Covid-5 after wanting Covid-5. Corruption is hidden behind punishment.. We need countabilty we zimbos 1st https://t.co/0jpS1tgKFq"
@daddyhope Hatina magetsi for 5 months and is in Harare and it's one of the oldest towns...nekuda kwekusashanda kwetransformer..,negative,@daddyhope We haven't had electricity for 5 months and it's in Harare and it's one of the oldest towns... because of the transformer not working..
@nngoni_ @thabanimnyama Mai iyoyo inongozara pa TL chero usingai follow,positive,@nngoni_ @thabanimnyama That lady will only fill up on TL if you don't follow her
@KingJayZim @GovernmentZA Unoiwanepi shumba ine nyama inenge waigyu beef kudaro vaida kuti loin,neutral,@KingJayZim @GovernmentZA Where do you find a lion with meat that is like gyu beef like they used to call loin
@flick_zw Apa varikungo posta chikafu as if tese hatiskudya 🚮,negative,@flick_zw Here they are just posting food as if we all don't eat 🚮
"@zibs_legend @Erniejo77270484 Ndozvaunofunga and you don't deserve my attention ukaona mwari mune mumwe murume, get a life uchatonzi baba !",negative,"@zibs_legend @Erniejo77270484 That's what you think and you don't deserve my attention if you see god in another man, get a life you will be called father!"
"Ehe, kana tichiri 18 Gunyana kana zvipi zvaunoita.
1- nguo cheHarare-
Masvingo Road paMbudzi
2-dura chedura chedura reChitungwiza 1.5km mushure memukova unoenda kuChitungwiza.
3-Chikamu cheHigh Glen Road https://t.co/QPmv0mOAqF",positive,"Yes, if it's still 18 September or whatever you do.
1- the clothes of Harare-
Masvingo Road on November
2-Chitungwiza depot 1.5km after the entrance to Chitungwiza.
3-Part of High Glen Road https://t.co/QPmv0mOAqF"
SADC inomira neZimbabwe iri pasi peri hwaH.E President @edmnangagwa. Hapana anomira nechamisa kana madzizi e ccc. Zvine chirevo.,positive,SADC stands with Zimbabwe under H.E President @edmnangagwa. No one stands still or ccc. It has meaning.
"@_vpart @wezhex Ahhhh iwe ukatora energy yauri kuisa mune zva Shadaya izvi, ukaishandisa unomisa chinhu chikuru muhupenyu",negative,"@_vpart @wezhex Ahhhh if you take the energy you are putting into this Shadaya, use it and you will do something great in life"
@ZetdcOfficial @zeraenergy @JojMan1 @ZBCNewsonline @HeraldZimbabwe @NewsDayZimbabwe @ZITF1 @SodaZhemu @PowerTelZW @officialzpc @official_MOEPD In BYO anytime urionline banking zesa gone uchibika sadzadzoka rakwata zesa gone .,neutral,@ZetdcOfficial @zeraenergy @JojMan1 @ZBCNewsonline @HeraldZimbabwe @NewsDayZimbabwe @ZITF1 @SodaZhemu @PowerTelZW @officialzpc @official_MOEPD In BYO anytime urionline banking clean gone while cooking as soon as you return home clean gone .
@MakomboreroH @Ppungwe @daddyhope @ChesangoAbel @hwendec @nelsonchamisa @CCCZimbabwe @Zinasuzim @alistarpfunye18 Pasangana vana handinzerwo🚮,negative,@MakomboreroH @Ppungwe @daddyhope @ChesangoAbel @hwendec @nelsonchamisa @CCCZimbabwe @Zinasuzim @alistarpfunye18 I'm not out of place when we meet children🚮
@Broke_Merchant @TheDark71466842 😂😂 kana uchida huya https://t.co/WXynMWADFI,positive,@Broke_Merchant @TheDark71466842 😂😂 if you want come https://t.co/WXynMWADFI
@TinotendaPhile2 Dai hurumende yapa vanhu mabasa,neutral,@TinotendaPhile2 May the government give people jobs
Rough ine vanhu mukana mukana muma government institutions ka😶 ungatoti vaka subject yacho ku college.,neutral,"Roughly, there are people who have a chance in government institutions."
@mbizi_0_0_s7ven @Nollieta handina tv kumba saka kutsvanga hope ndoona moive paphone,positive,@mbizi_0_0_s7ven @Nollieta I don't have a TV at home so I'm looking for sleep and see you on the phone
@Lisaphiri1 Chando mai mwana,positive,"@Lisaphiri1 It's winter, baby"
@Silo_Kash @Slender_bbe Hahaha rasta zvoudzwa vanhu paTimeline here izvi🤷🏾‍♂️😂😂😂,negative,"@Silo_Kash @Slender_bbe Hahaha rasta, will people be told this on Timeline🤷🏾‍♂️😂😂😂"
@chitowamombe14 @whatsup_Rue mwana ane mhirizhonga uyu,negative,@chitowamombe14 @whatsup_Rue this child is violent
@blackheartdayve Ahh anhu  ngenyi muidheerera sadza imimi,positive,"@blackheartdayve Oh man, why are you bullying me?"
@VaGudo11 @Chirasha86 @nickmangwana Because anenge atengesa huku kunobhadhara kwaDoctor.,positive,@VaGudo11 @Chirasha86 @nickmangwana Because he has sold the chicken to pay for the Doctor.
"Kuvavenga kana kuvada, asi kushandiswa kwemari kwemapurisa edu anondishamisa. Vanobata sei mbavha. 😂😂😂 https://t.co/upS7r4eXHG",positive,"Hate them or love them, but the spending of our police officers amazes me. How do they catch thieves? 😂😂😂 https://t.co/upS7r4eXHG"
@ZBCNewsonline Mwari vanhu vaye vatanga,negative,@ZBCNewsonline God those people have started
"@daddyhope Factionalism and Infighting is real muZANU PF, General Chiwenga vakapihwa basa rehuMinister of health yavaiziva kuti chalice ine poison yekuparadza zvematongerwo enyika,havana basa nesu vorudzi ino tinotambura,ivo chete. hanya nekubatirira paSimba",negative,"@daddyhope Factionalism and Infighting is real in ZANU PF, General Chiwenga was given the job of Minister of Health which he knew was a poisoned chalice to destroy politics, they don't care about us who suffer, only them. care and hold on to Power"
@itaiivyyyy Vanhu vese vari mumareresheni shipus vane makuhwa,negative,@itaiivyyyy All people in relationships are gossipers
I chose to answer my phone munhu aitotsamwa hanzi ndozvauri side chick ahhh ko wakundiudza vanhu vekudaira neve kusadaira futi iwewe 🤷‍♂️🥺,negative,"I chose to answer my phone, the person was angry, but that's what you are, side chick, ahhh, why did you tell me the people who answered and the people who didn't answer, and you too 🤷‍♂️🥺"
@afcbournemouth @Jzemura3 Muri kumupa marii vanhu imimi hindava muchisaiza fokoro mhani,negative,@afcbournemouth @Jzemura3 How much money are you giving him?
@AdvoBarryRoux Once said this in public vanhu vakandit ndopenga,negative,@AdvoBarryRoux Once I said this in public people made me crazy
"@Nyandoro61 Shuwa, kana nyama dzaneta zororai unkols.
But make-up for lost time and chapu mangwana.",negative,"@Nyandoro61 Shuwa, when the meats are tired, rest unkols.
But make-up for lost time and chapu tomorrow."
@agribusiness110 Pfeka ring Wadza vanhu vazorore,positive,@agribusiness110 Wear a ring Give people a break
@peterndoro Vanhu vakabuda muZanu vanoita the Saul moment hameno why,neutral,"@peterndoro People who came out of Zanu are doing the Saul moment, I wonder why"
@Melsowethu App iyi ine muchetura kufungidzira ndangariro hwepfungwa. I personally chose not to engage so much coz vanhu pano can troll u just for likes,negative,@Melsowethu This app is toxic to imagine mental memory. I personally chose not to engage so much coz people here can troll u just for likes
@TheHR263 @mjolodropout Babe rosapota united is the best thing you can ever have @millyncent01 muudze uyu,positive,@TheHR263 @mjolodropout Babe rosapota united is the best thing you can ever have @millyncent01 tell her
@mhungu @KMutisi Uyu munhu haapinde uyu. Vanhu vashoma ava.,negative,@mhungu @KMutisi This person does not belong here. These few people.
@KMutisi Zvebasa rei newe a South African vagabond huya kuZim mfana umbovharwa kaR200 nemaChange money,negative,"@KMutisi What's the matter with you, South African vagabond, come to Zim boy and get R200 in change money"
"@maleeendaa Check out Fleek Nails by Rumi on instagram. Harare, Arafira refigas",negative,"@maleeendaa Check out Fleek Nails by Rumi on instagram. Harare, Arafira refigas"
"@_chirindaog @Chandisarewa96 Handina passport baba, ndiri mwana wevhu, brick by brick😂😂",positive,"@_chirindaog @Chandisarewa96 I don't have a passport father, I'm a child of the earth, brick by brick😂😂"
@FaffieManhuhwa Holy Ten akawedzera moto paPandemic rinonzi Shadaya😂,positive,@FaffieManhuhwa Holy Ten added fire on Pandemic called Shadaya😂
@t_kachidza Siyai vana vaite bonde king 😂😂😂 musarwadziwe,positive,@t_kachidza Leave the kids to have sex king 😂😂😂 don't get hurt
@kvgroyalty Mwana wedangwe ramba uchikomborerwa hako one day ndichatorwa pic newe hangu,negative,"@kvgroyalty My firstborn, keep being blessed, one day I will take a pic with you"
But Zimbos why...madora nemanoodles hazvichato taurike pane vanhu.,neutral,But Zimbos why... madora and noodles are no longer talked about in public.
@kingmorelife @ShadayaKnight Saka kwake akublamer mfessi chete here. Muskana is accountable to her own mistakes and being too naive ...unotrusta mwana wemumwe matutsi manzwi parunhare kuti zvidi. Kana shoko rinoti trust noone even baba vako ...saka iyo iproblem yake mskana iyeye,positive,"@kingmorelife @ShadayaKnight So is he only blaming mfessi? Muskana is accountable to her own mistakes and being too naive. If the word says trust no one even your father... then that is his problem, that girl"
@Leokoni Imboko vanhu ava mudhara,negative,@Leokoni Imboko these people are old
@BlackSupremacyQ Izvozvimma shadaya iyo,neutral,@BlackSupremacyQ That's what it is
"@tabanimcgucci Haasati agohwesa kana 1 goo bhoRa kwaakaenda uko...Haa mpfana uyu akazodwa munyama chete chete..ameno kuti ndiani akamuzora munyama, mpfana uyu aiva nema lucky goals https://t.co/WNFoIqGYR8",negative,"@tabanimcgucci He hasn't even scored 1 goal where he went... Oh, this boy was only loved in the flesh.. I wonder who put him in the flesh, this boy had lucky goals https://t.co/WNFoIqGYR8"
"Chero ani zvake, zviri kuguta yeJamaica. https://t.co/0eY6w7gLgB",positive,"Anywho, it's the city of Jamaica. https://t.co/0eY6w7gLgB"
"@hatiperi_wacho $4000 zvibinge nana baba
$1300 mafukidza dumbu
1 mombe yehumai
4 kubva pa8 dzedanga
Grocery re $400
Kwedu tinoti baba vanobatsira mwana kuroora saka baba vangu vakandiropafadza nemombe yemba medu",negative,"@hatiperi_wacho $4000 for me and my father
$1300 covers the stomach
1 maternal cow
4 out of 8 of the barn
$400 worth of groceries
In our country, we say that a father helps a child to get married, so my father blessed me with a cow for our family"
"@Tinoedza kutaura1 @daddyhope @ParliamentZim Manje kana tanyarara tichiti zvapera zvama simba pamusoro apa, we keep on pressing to talk nemhinduro.",negative,"@We try to talk1 @daddyhope @ParliamentZim Now if we are silent and say that we have lost our strength on this matter, we keep on pressing to talk and answer."
ChisungoTrust yapinda mumusangano wemakundano emarirama. Musangano uyu waive mashoko ekuvaka kuti hwevamiriri vemumwe musi nemusi wemhaka neshanu kuti vataure vatsigire nhengo dzedare rokuwana SRHR uye vabatire nenyaya dzeSGBV dzeVanhu Vanokosha. @MyAgeZim @FondsTrust @cehh @UNFPA_Zimbabwe https://t.co/JFCyTEIu58,positive,ChisungoTrust has joined the conference of the llamarama. This meeting was a constructive message for the representatives of each day of the case and the fifth to speak and support the members of the committee to get SRHR and to deal with SGBV issues of important people. @MyAgeZim @FondsTrust @cehh @UNFPA_Zimbabwe https://t.co/JFCyTEIu58
@joseph_kalimbwe @ryannyandoro Mbavha and Zanupf in one sentence is a perfect match.,negative,@joseph_kalimbwe @ryanyandoro Mbavha and Zanupf in one sentence is a perfect match.
@TheShonaQueen Sure mungasiye maisira baba kuma india,neutral,@TheShonaQueen Sure you can leave your father in India
@PrinceSimbah So what has it got to do ne relationship yet vanhu kana vachiona zbc ukuda vaone aljazeera ne sky hre,neutral,@PrinceSimbah So what has it got to do with the relationship of people who watch zbc if you want them to watch aljazeera and sky hre
@LewisMatutu @edmnangagwa @nickmangwana @ZANUPF_Official @DeptCommsZW anemakore mangani mukuru uyu?,neutral,@LewisMatutu @edmnangagwa @nickmangwana @ZANUPF_Official @DeptCommsZW how old is this officer?
"@Kudakwaishe19 @nziradzemasoja @TeamFuloZim Zimbos takaroyiwa ne starch I kid you not. Porridge makuseni, bread pa tea, sadza pa lunch and sadza manheru. Shuwa body inopona sei pakadaro",positive,"@Kudakwaishe19 @nziradzemasoja @TeamFuloZim Zimbos we were bewitched by starch I kid you not. Porridge in the morning, bread for tea, satza for lunch and satza in the evening. I wonder how the body survives in such a situation"
@magumbo_wacho @terryndoro Anodenha uyu 😂😂,negative,@magumbo_wacho @terryndoro This one is provocative 😂😂
@FaffieManhuhwa Magetsi muchiuno uyo onogona kubata gejo here uyu,negative,@FaffieManhuhwa Can you handle the plough?
"Zvinoita vanhu vabatwa kkkk, hanzi ahewa I was in the process of canceling the deal kkkkk. Izvi zvakatenderwa neKomiti Ye kunamata, yakatenderwa neSpecial Oversight Procurement Committee. Serious kubvuma basa basa izvi haaa? Committee yese yanga ichitoda kudya ipapa. https://t.co/Yba1K5JdUJ",negative,"It seems that people are caught kkkk, hanzi ahewa I was in the process of canceling the deal kkkkk. This was approved by the Worship Committee, approved by the Special Oversight Procurement Committee. Are you serious about accepting this job? The whole committee wanted to eat it. https://t.co/Yba1K5JdUJ"
"@ralphalpha1909 Wangu ndakambozvitaura kuti muno muviri wangu vakuimba maMotivational songs not gospel...imagine Mathias singing,""Vana vakabarwa nenzira vakaraira Moses."" Asi vari munzira ndovakaenda Kanani...",negative,"@ralphalpha1909 I said before that here is my body singing motivational songs not gospel...imagine Mathias singing, ""Children born in the way Moses commanded."" But on the way they went to Canaan..."
@dialo_zw Aiwa asi kune vanhu vanoiramba,neutral,"@dialo_zw No, but there are people who deny it"
@afynnn03 @c_cem568 kapa çeneni uyu,neutral,@afynnn03 @c_cem568 copy this thread
@crussymalvin Thanks mwana wamai 👏🏿 👏🏿 👏🏿,positive,@crussymalvin Thanks cousin 👏🏿 👏🏿 👏🏿
@tatendapgasa Bulawayo if you are in Harare we can deliver for you,positive,@tatendapgasa Bulawayo if you are in Harare we can deliver for you
@Tafadzwa____ Aonodya sadza najob mfana uyu,neutral,@Tafadzwa____ This boy eats sadza and job
@Stavoo23 @ishewacho Patakakura isu taitofamba 20 kilometers 😂😂,positive,@Stavoo23 @ishewacho When we grew up we used to walk 20 kilometers 😂😂
"@rafero236 @Brian____jethro Cheating should be a deal breaker bro , ndipo panotangira nguva

or kupihwa mwana asiri wako , some woman dont forgive Cheating man

muchapuhwa vana wasiri yenyu imi",negative,"@rafero236 @Brian____jethro Cheating should be a deal breaker bro, that's where time starts

or given a child that is not yours, some woman dont forgive cheating man

You will have children who are not yours"
@NewsDayZimbabwe @wisdomdzungairi @thestandardzim @Zimindependent Vana bhangu vanonyepera vanhu,negative,@NewsDayZimbabwe @wisdomdzungairi @thestandardzim @Zimindependent Bankers lie to people
"@SeekThePill @IamAlsina02 @ShadayaKnight Ndizvozvo. Isu rehuno dzepesvedzero, tine mutoro wemhando nemagaro nemagaro anozviwana. Zvikasadaro, taizoshingairira kumurevera semibato yedu pachedu.

But trust me, Shadaya anotaurisa at least 85% yevarume.",positive,"@SeekThePill @IamAlsina02 @ShadayaKnight That's right. We, the influencers here, are responsible for the quality and the people who find it. Otherwise, we would actively refer to him as our own activities.

But trust me, Shadaya speaks at least 85% of men."
"Definitely ama 2000, hakuna munhu akadya sadza re kenya anoitwa izvi, we grown ups now https://t.co/mKlQuef8wi",negative,"Definitely around 2000, no one who ate sadaza from Kenya is doing this, we grew ups now https://t.co/mKlQuef8wi"
"@DeptCommsZW @TwabicSence @edmnangagwa Kkkkkkk
42 yrs nemaInvestors
Tiri kupi Zimbabwe
Nguva yematombo",negative,"@DeptCommsZW @TwabicSence @edmnangagwa Kkkkkkk
42 yrs with Investors
Where are we Zimbabwe?
The stone age"
Weeh baba uzube nam’,neutral,"Weeh, father, take care of me"
@maz Mainamato ichaita dare_vane nzira,positive,@maz Mainamato will do court_wane way
@seapeg2003 @Realstylz @rangamataire Hazvineyi nekufudza mombe yahwe.tose tinokura tichifudza mombe asi uyu ari pane imwe level. Haana nguva yenguva yekuchema dunhu rake asi nguva yekuchema mbavha.,negative,@seapeg2003 @Realstylz @rangamataire It has nothing to do with herding cattle. We all grow up herding cattle but this one is on another level. He has no time to mourn his district but time to mourn the thief.
@Sunduzawekanyi @edmnangagwa Zvinoita senge chivako kuzhinji mukufamba zvechipurisa nemauto ekukwanisa kushanda panguva iyo vanoimba panguva savana bata mwana adonha.,positive,@Sunduzawekanyi @edmnangagwa It seems like there are many buildings in the movement of the police and the military to be able to work at the time when they sing when they catch a child who has fallen.
Acting President General Dr C.G.D.N Chiwenga vakazvipira nhumwa kubva kuRepublic of Korea kumahofisi avo eMunhumutapa https://t.co/JvS0FWANPV,positive,Acting President General Dr C.G.D.N Chiwenga welcomed a delegation from the Republic of Korea to their offices in Munhumutapa https://t.co/JvS0FWANPV
@nickmangwana @ZBCNewsonline Class ine mwana 1 mobva mati mwana iyeye aita number 1 muri majokosi chaiwo😂😂😂 https://t.co/e99kB8a49y,negative,@nickmangwana @ZBCNewsonline Class has 1 child and when you say that child has become number 1 you are real jokes😂😂😂 https://t.co/e99kB8a49y
@_dxffodil Shadaya anovengwa nevasikana vasina mhandara vanotsigirwa nevakomana,negative,@_dxffodil Shadaya is hated by virgin girls supported by boys
@DephineVimbo Panouraiwa vanhu ipapo 😂,negative,@DephineVimbo People are being killed there 😂
Saka pamunoPoster mota dzaana baba venyu movhara maNumber plates Munenge muchiti tinoitei?,negative,"So when you put up posters of your father's cars and cover the number plates, you're saying, what do we do?"
@akeem_sekenya Word bro!! Unotomuka uchinzwa dzungu nenzara haaaaa ndopatichatanga kudya vanhu ipapa aaah,neutral,"@akeem_sekenya Word bro!! You wake up feeling dizzy and hungry, haaaaa, that's when we start eating people"
Ndomubudisira kupi musikana wangu kuti ndimuparadze ne 5500 RTGS mu Harare,positive,Where should I take my girlfriend out to spoil her with 5500 RTGS in Harare
Harare ine vana guys.,negative,Harare has four guys.
"Pakati peaya maguta (Harare, Lilongwe, Nairobi, Yaoundé, neAccra) mutengo wehuwandu hwehugari hune pfungwa 65%. Accra neLilongwe dzose dzakaita zvibodzwa-soro ne70% ukuwo Harare yakawana yaravara ne50%

#MakeDemocracyWork #citizensatthecentre
.
@tmurisa @OSISA",positive,"Among these cities (Harare, Lilongwe, Nairobi, Yaoundé, and Accra) the average cost of living is 65%. Accra and Lilongwe both scored the highest with 70% while Harare scored the lowest with 50%

#MakeDemocracyWork #citizensatthecentre
.
@tmurisa @OSISA"
"Mungori single chete, kuzasi mune vanhu imi☠️",negative,"You are only single, there are people below you☠️"
Fiction chero nguva yezuva https://t.co/JHsQkV0hJy,negative,Fiction any time of the day https://t.co/JHsQkV0hJy
@Stavoo23 Handifungi vanhu vema verse vanombondikanda kwaaaaa,negative,@Stavoo23 I don't think verse people ever throw me at aaaaa
@MakomboreroH @Unclepetso1 @nelsonchamisa But still haurambidzi kutaura zvakanaka. Mumwe ane kubata kwake pa Twitter.,negative,@MakomboreroH @Unclepetso1 @nelsonchamisa But still you don't stop saying good things. One has his own Twitter handle.
@NickyRuva Haaah rachemedza vanhu,neutral,@NickyRuva Haaah it made people cry
@Baba_Va_Tanashe 🤣Zvinobva kure,positive,@Baba_Va_Tanashe 🤣 It comes from far away
@Bigman_Z_ @RossiPenyayi @mutserendende @_pachedu_ @elder_zagga Haana tsitsi muface uyu https://t.co/x8Ai59jAN0,neutral,@Bigman_Z_ @RossiPenyayi @mutserendende @_pachedu_ @elder_zagga He has no mercy on this face https://t.co/x8Ai59jAN0
@bbmhlanga @AlexanderRusero @tapfumanei75 @MelchizedekJr @mhofela_mhofu @TinofaMutevedzi @NtateRanaka @NewsHawksLive @NewsDayZimbabwe @DivhaDollarz @abuhassan221 @enkudheni @Vie_matongo @ShumiraiNyasha6 @mfanaBambo @kyrantitterton @joecharex @HStvNews Haiwawo sadza rekurasha,negative,@bbmhlanga @AlexanderRusero @tapfumanei75 @MelchizedekJr @mhofela_mhofu @TinofaMutevedzi @NtateRanaka @NewsHawksLive @NewsDayZimbabwe @DivhaDollarz @abuhassan221 @enkudheni @Vie_matongo @ShumiraiNyasha6 @mfanaBambo @kyrantitterton @joecharex @HStvNews
@MwanaWemkwasha9 @khudda_m @kudzie_andisern Ndakatoudza mwana wangu mukomana mukuru kuti zvichengetedze  unofanira kurora mhandara tizoendesa mombe yechimanda after honeymoon kwete zvekurora gaba. Musikana ndakatomuudzawo futi kuti unofanira kurorwa uri mhandara kuti ubvisirwe mombe yechimanda.,negative,@MwanaWemkwasha9 @khudda_m @kudzie_andisern I have already told my older son that to protect himself you must marry a virgin and we will deliver a male cow after the honeymoon and not for a can. I even told the girl that you have to be married as a virgin to get rid of your testicles.
@chasurachasura @earGROUNDzw @realfreemanHKD But apa itori show yaFreeman so vanhu endai in numbers vawane mari,neutral,@chasurachasura @earGROUNDzw @realfreemanHKD But this is Freeman's show so people go in numbers and get money
@TendayiZinyama @edmnangagwa Its been 4 years now in power asi ndovarikuvaka Heaven pano inozopindwa kana vanhu vafa.,negative,@TendayiZinyama @edmnangagwa Its been 4 years now in power but they are building Heaven here which will be entered when people die.
@_dxffodil @staneve02 I advice magoodbyes munhu wobaya kumba!!! Nyayazotaurika ipapoka🙌🙌,positive,@_dxffodil @staneve02 I advise you to say goodbye and go home!!! The stories will be told then 🙌🙌
"@MulakazuvaL @Giditongo @MKasamba1 @GromykoMkoma @AmbProf_Charity @VNgwena1 @YELLOWZIMBABWE Citizens will never vote for Buildings but for real change,tanena nekunzi takazooti chino,asi riri basa basa rakapera,apa uno quality monthly kuva Gvt,kuita makanyarara.",negative,@MulakazuvaL @Giditongo @MKasamba1 @GromykoMkoma @AmbProf_Charity @VNgwena1 @YELLOWZIMBABWE Citizens will never vote for Buildings but for real change.
@elnathanonline Ndakakuudza kudhara kut baba harare haana kukwana,negative,@elnathanonline I told you long ago that father Harare is not perfect
Good morning vanhu va hina,neutral,Good morning hina people
@Gushaz28 Divorce is good decision bro vanhu varikupondana that's why our older vaisada kuti kuroorwe munhu akuziva norugare.,negative,"@Gushaz28 Divorce is a good decision, bro, people are killing each other, that's why our elders didn't want you to marry someone who knows you peacefully."
@richsibling @ShadayaKnight @TheGeminiCoder Asi unozviziwa or kubvuma  here kuti baba wako vane girlfriend..,negative,@richsibling @ShadayaKnight @TheGeminiCoder But do you know or accept that your father has a girlfriend..
"@dangwe_hun @Thickiana2001 Iwe mumwe mukono unotoroora ipapo, Type iya yekwa Baba Harare et al (simping celebs). Sure vana (hunge varivako) vanodzidzisiweyi ipapo https://t.co/QY4xCRJIis",negative,"@dangwe_hun @Thickiana2001 You are another man who gets married right away, the type of Baba Harare et al (simping celebs). Sure the kids (if they are there) are taught here https://t.co/QY4xCRJIis"
"@CucsmanM kkkk some fighting in Hopewell's corner, vamwe Makomborero, vamwe Shadaya etc, undivided Zimbabwe, hapana kana hondo yatohwina",negative,"@CucsmanM kkkk some fighting in Hopewell's corner, some Makomborero, some Shadaya etc, undivided Zimbabwe, no war has been won yet"
Ini ndozvirega ongorora sensei shadaya😂 https://t.co/qORYydQOLU,positive,I'll let you check sensei shadaya😂 https://t.co/qORYydQOLU
"●Zvirikuitika: Vagari vekuChitungwiza vanoda kuti @JobSikhala1 vaburitswe
●Vanoti hupenyu hwakamira semari kuvharirwa kwake https://t.co/Mb4CRJBfu3",negative,"●What's happening: Residents of Chitungwiza want @JobSikhala1 to be released
●They say that life is like money because of his imprisonment https://t.co/Mb4CRJBfu3"
@kudzai_1 those guys vakusunga nyama,negative,@kudzai_1 those guys are tying meat
@TaleMagara @hwendec Yah.. surrender guys. Makungoti nyaudza. Apa muri kungisa ne kuuisa vanhu. Inini hakuna kutsauswa nekuuya kubva pakuumbwa kwako. Endai muno.nhonga mapepa ku kuwadzana at least,negative,@TaleMagara @hwendec Yah.. surrender guys. Just tell me. This is where you are putting people. I am not distracted by coming from your creation. Go in here. Pick up the papers for the gathering at least
"@Patooshort24 @ClaraKasukuwere problem vanhu vanotor mnhu 1 vomuita nyika yose,zvibhorani zvriko buh not everyone is chibhorani...buh kna uchinyenga girls repatonaz nerekuclub unoriwana sei😂",positive,"@Patooshort24 @ClaraKasukuwere the problem is people take 1 person and make him the whole world, there are drills there buh not everyone is a drill...buh if you are cheating girls in Patonaz and reku club how do you get it😂"
@ChiheraStacey @MurapaG Nzara anodana ma problems akawanda,negative,@ChiheraStacey @MurapaG Hunger causes many problems
